Sample ID,Protein (g),Vitamin A (mg),Vitamin C (mg),Calcium (mg),Potassium (mg),Iron (mg),Fiber (g),Calories (kcal)
MOR-3515,2.89,0.41,224.31,316.49,355.1,1.75,2.41,40.0
MOR-1984,2.86,0.48,149.22,293.65,209.5,1.63,5.5,32.0
MOR-1396,5.02,0.42,235.4,316.6,234.03,0.99,5.0,44.0
MOR-6357,6.93,0.22,207.04,266.83,294.82,2.99,6.91,65.0
MOR-2580,5.3,0.22,238.61,237.27,188.34,1.07,6.55,35.0
MOR-3335,3.65,0.35,88.87,383.89,233.02,2.57,2.02,47.0
MOR-2821,7.19,0.85,201.91,392.0,287.81,2.35,5.75,40.0
MOR-1393,7.75,0.61,119.19,382.91,337.54,2.45,2.92,35.0
MOR-6367,2.01,0.41,151.71,260.03,267.5,2.98,7.17,39.0
MOR-2593,8.22,0.11,233.94,200.22,396.22,0.86,4.35,62.0
MOR-6445,3.68,0.49,221.21,209.09,259.75,2.63,3.76,41.0
MOR-2536,2.85,0.78,208.12,316.13,304.7,1.1,5.43,39.0
MOR-7839,5.65,0.76,150.65,363.95,185.7,1.71,6.09,62.0
MOR-6385,5.73,0.46,61.9,392.94,323.33,2.53,5.71,69.0
MOR-9216,6.44,0.73,70.6,222.76,200.24,1.15,6.47,60.0
MOR-7818,5.34,0.85,209.6,228.66,274.02,2.59,4.89,55.0
MOR-1863,3.04,0.29,52.3,392.6,289.99,2.34,5.81,43.0
MOR-7018,3.62,0.6,171.83,307.62,254.61,1.91,5.91,51.0
MOR-2896,2.23,0.54,74.29,263.23,274.62,2.74,2.47,62.0
MOR-4483,7.07,0.2,163.88,369.42,270.81,2.11,3.2,40.0
MOR-1429,2.61,0.44,139.14,344.73,280.72,1.45,5.87,31.0
MOR-4426,8.94,0.76,159.4,214.33,291.31,1.16,7.07,59.0
MOR-1900,5.6,0.84,183.49,254.62,350.18,0.57,2.8,44.0
MOR-2951,2.31,0.77,111.08,396.62,257.11,2.02,6.8,47.0
MOR-6404,6.41,0.55,119.12,286.93,228.89,2.01,4.82,32.0
MOR-4248,4.92,0.16,230.08,280.69,209.04,0.63,6.29,52.0
MOR-2231,4.44,0.59,111.57,279.27,297.93,2.68,6.62,67.0
MOR-1751,2.05,0.27,211.99,292.25,174.1,1.74,2.45,64.0
MOR-7352,7.58,0.48,223.51,227.15,184.22,0.97,6.32,55.0
MOR-9375,6.44,0.27,87.92,264.0,312.19,2.71,3.06,69.0
MOR-6826,4.53,0.42,143.66,240.78,333.62,1.43,6.54,62.0
MOR-3990,8.44,0.78,138.56,386.8,317.41,1.08,2.74,36.0
MOR-8807,3.2,0.76,54.43,383.36,199.34,2.66,7.81,53.0
MOR-8161,4.83,0.1,119.19,300.03,201.97,1.23,3.04,32.0
MOR-1846,2.1,0.65,222.49,375.58,293.33,1.42,5.43,32.0
MOR-9237,5.27,0.61,69.49,247.11,213.42,1.51,4.54,58.0
MOR-1904,7.11,0.18,177.82,316.25,216.46,1.28,7.72,52.0
MOR-5633,6.02,0.6,233.33,218.36,315.56,2.59,6.55,64.0
MOR-1400,5.73,0.43,84.52,375.09,310.41,0.73,3.99,40.0
MOR-5607,2.44,0.25,124.31,203.78,322.73,1.28,7.48,64.0
MOR-3925,2.73,0.86,134.76,256.46,381.17,1.42,7.75,48.0
MOR-5498,3.72,0.13,99.66,301.45,382.49,1.95,7.29,36.0
MOR-4917,4.6,0.55,147.86,220.76,181.98,1.5,7.75,69.0
MOR-1093,8.79,0.69,202.27,374.17,380.65,2.11,5.3,61.0
MOR-6862,5.85,0.13,98.17,367.29,376.18,2.1,5.74,48.0
MOR-3891,8.45,0.22,138.32,267.37,163.71,1.36,4.36,64.0
MOR-2891,6.73,0.15,174.6,324.09,385.7,1.32,7.02,69.0
MOR-1200,3.73,0.78,165.66,217.82,164.33,2.95,7.58,67.0
MOR-7846,4.76,0.54,240.12,356.87,177.12,1.29,7.4,61.0
MOR-1562,4.76,0.26,224.82,351.57,263.27,2.94,3.5,66.0
MOR-2743,5.27,0.24,225.15,274.88,281.52,0.97,3.62,42.0
MOR-2093,5.87,0.65,193.72,217.79,324.55,1.21,5.08,33.0
MOR-8305,8.85,0.72,169.55,264.73,369.26,0.55,7.27,46.0
MOR-7914,2.83,0.15,59.59,265.3,160.12,1.07,4.16,58.0
MOR-8887,3.24,0.44,100.23,384.76,168.92,2.38,7.56,44.0
MOR-2839,4.45,0.55,134.51,299.84,363.07,0.79,3.24,43.0
MOR-7283,3.08,0.63,157.11,214.04,315.17,1.7,4.81,52.0
MOR-7829,5.11,0.43,142.16,239.9,358.01,1.23,6.71,49.0
MOR-5591,4.72,0.57,153.59,296.85,349.62,1.64,6.77,64.0
MOR-2899,5.27,0.77,50.49,224.3,399.57,2.54,4.57,51.0
MOR-1365,6.84,0.12,218.14,225.97,219.5,1.98,6.74,45.0
MOR-6724,4.53,0.57,132.12,397.04,218.3,0.86,5.98,58.0
MOR-4108,3.02,0.24,90.75,266.35,204.46,1.23,2.25,55.0
MOR-6779,7.25,0.72,198.45,280.03,199.38,0.75,3.82,36.0
MOR-7912,5.8,0.69,93.76,375.73,244.61,1.77,7.21,65.0
MOR-1632,5.67,0.12,221.37,301.82,272.88,1.48,2.65,53.0
MOR-4108,7.12,0.61,159.13,288.05,184.66,1.44,4.35,38.0
MOR-9189,4.85,0.3,112.95,220.02,264.11,2.34,2.27,51.0
MOR-6582,7.9,0.14,164.25,399.08,356.79,1.44,2.99,31.0
MOR-2267,3.46,0.54,126.89,236.11,213.26,0.55,3.01,61.0
MOR-6631,8.18,0.23,204.35,296.15,381.68,0.56,4.31,59.0
MOR-8817,5.86,0.11,242.1,348.63,349.74,1.28,2.49,68.0
MOR-2572,6.34,0.18,214.41,221.03,368.6,1.26,3.11,46.0
MOR-9381,6.21,0.25,76.22,344.29,370.33,0.8,5.68,51.0
MOR-1201,8.92,0.26,235.98,254.45,331.98,2.52,5.93,65.0
MOR-7328,3.83,0.38,58.71,352.9,331.86,1.75,6.17,41.0
MOR-8748,5.18,0.77,144.27,299.34,279.8,1.12,6.18,55.0
MOR-9880,2.46,0.23,210.37,251.04,230.71,2.03,5.13,63.0
MOR-6214,7.74,0.69,131.57,235.36,358.85,0.92,6.48,50.0
MOR-6022,8.22,0.16,134.48,329.36,221.54,0.61,3.18,31.0
MOR-7737,8.47,0.61,188.89,344.02,239.78,2.14,7.2,47.0
MOR-5755,6.07,0.8,111.91,279.14,309.07,1.01,4.58,56.0
MOR-9891,4.96,0.76,114.34,226.87,264.44,1.08,5.33,65.0
MOR-3316,2.79,0.15,100.5,361.41,181.62,1.98,5.95,43.0
MOR-3905,2.24,0.39,224.8,230.99,324.65,0.84,7.23,42.0
MOR-3797,2.02,0.39,94.07,324.45,171.36,2.33,2.6,57.0
MOR-6218,2.36,0.56,153.88,238.42,186.34,2.92,5.58,49.0
MOR-1067,7.02,0.69,105.78,262.71,269.49,2.6,6.64,34.0
MOR-4975,5.94,0.82,102.92,350.9,304.34,2.88,6.99,33.0
MOR-9308,4.72,0.11,92.09,242.57,221.49,2.6,7.58,42.0
MOR-2466,7.15,0.34,227.97,305.82,263.51,2.04,6.94,66.0
MOR-1808,3.38,0.81,225.76,264.21,253.99,2.27,4.97,39.0
MOR-9150,3.97,0.35,149.14,367.28,326.56,2.95,6.15,52.0
MOR-6217,8.88,0.47,178.75,227.58,240.5,2.91,7.88,56.0
MOR-1306,5.23,0.36,190.91,265.99,162.23,1.76,5.59,37.0
MOR-1983,4.61,0.52,216.36,379.47,354.07,0.69,6.25,41.0
MOR-6406,4.87,0.72,151.92,297.31,314.85,0.82,6.57,61.0
MOR-4070,7.3,0.23,218.16,294.93,384.83,2.29,5.26,44.0
MOR-9803,3.65,0.53,109.75,306.16,206.91,1.21,6.15,45.0
MOR-9427,6.2,0.87,113.06,328.47,389.46,2.35,3.36,30.0
MOR-7884,8.53,0.4,141.75,201.23,278.5,1.08,4.89,68.0
MOR-7336,7.73,0.16,119.49,301.63,351.63,2.18,5.3,68.0
MOR-5570,2.22,0.17,211.79,260.86,158.55,1.85,5.32,35.0
MOR-8788,8.51,0.81,230.2,351.13,383.01,2.78,3.58,39.0
MOR-2177,5.48,0.42,103.69,318.31,198.27,1.16,5.64,32.0
MOR-6204,4.93,0.39,240.26,364.79,397.5,0.88,7.94,40.0
MOR-2951,7.36,0.83,198.84,297.11,240.88,2.2,7.79,35.0
MOR-6338,5.11,0.25,72.95,271.77,225.55,2.47,5.42,50.0
MOR-4443,3.48,0.84,100.31,283.79,330.96,1.49,4.67,67.0
MOR-8068,3.84,0.77,141.42,265.43,261.12,2.75,2.21,51.0
MOR-3319,8.14,0.83,162.85,204.61,165.66,2.08,4.44,31.0
MOR-7468,6.25,0.46,245.4,201.98,220.09,1.19,3.74,63.0
MOR-2083,3.59,0.58,52.68,257.15,255.08,2.64,6.02,58.0
MOR-4577,7.61,0.59,124.4,252.64,351.01,1.05,5.89,61.0
MOR-7913,8.93,0.12,227.47,225.03,299.77,0.66,5.0,61.0
MOR-7803,3.95,0.6,122.28,360.77,393.93,1.88,5.45,47.0
MOR-8314,6.48,0.3,189.39,269.77,240.24,1.89,7.91,69.0
MOR-5427,4.14,0.26,97.82,331.02,187.72,3.0,7.05,62.0
MOR-3309,2.37,0.3,180.13,276.36,282.77,1.01,7.37,41.0
MOR-4422,2.63,0.67,229.97,241.4,304.42,2.44,6.97,63.0
MOR-8285,6.43,0.14,227.28,304.01,231.98,0.57,7.26,39.0
MOR-5123,5.08,0.6,95.35,354.22,166.33,1.52,7.87,38.0
MOR-2246,5.68,0.13,175.67,231.26,201.94,0.84,6.69,37.0
MOR-5209,7.12,0.71,132.75,224.94,367.26,0.57,3.3,56.0
MOR-7447,7.24,0.8,218.57,392.18,301.97,2.9,4.11,36.0
MOR-3288,8.89,0.66,223.0,327.64,179.12,0.92,4.81,52.0
MOR-5396,2.74,0.44,227.82,336.96,292.63,1.25,5.68,50.0
MOR-8468,8.53,0.78,182.39,363.38,330.51,2.4,4.1,30.0
MOR-3662,8.12,0.35,206.6,354.85,371.54,2.82,4.64,69.0
MOR-6477,6.73,0.77,74.17,385.77,200.39,1.75,7.11,48.0
MOR-3565,8.97,0.29,162.16,285.33,341.85,1.03,6.04,48.0
MOR-1662,5.96,0.82,166.59,386.16,177.58,1.9,2.75,38.0
MOR-9037,7.46,0.76,191.82,200.57,326.5,0.64,2.8,46.0
MOR-9635,2.48,0.41,204.54,205.84,389.6,1.7,3.19,31.0
MOR-5177,8.45,0.72,111.73,395.1,239.08,1.23,2.64,65.0
MOR-9046,5.79,0.85,203.01,224.56,357.24,1.53,3.48,37.0
MOR-8711,2.41,0.81,239.76,239.85,269.93,1.99,6.71,48.0
MOR-2352,7.95,0.57,139.95,389.57,316.66,2.58,5.71,48.0
MOR-5798,6.04,0.15,161.05,214.73,282.44,0.84,2.27,36.0
MOR-7337,3.14,0.79,120.15,371.65,176.08,2.5,6.97,63.0
MOR-2073,2.37,0.17,221.5,274.86,318.24,0.72,2.99,66.0
MOR-7071,2.23,0.37,69.31,295.44,277.81,1.83,3.19,42.0
MOR-9656,4.89,0.66,172.82,353.12,247.63,2.92,4.51,42.0
MOR-1205,8.33,0.85,213.14,375.76,378.56,1.91,4.52,48.0
MOR-5647,4.25,0.39,243.8,311.7,336.4,2.82,6.2,44.0
MOR-4553,5.66,0.26,176.12,398.71,318.23,2.13,4.94,53.0
MOR-9385,4.31,0.3,160.08,244.05,171.22,2.12,7.79,65.0
MOR-1329,8.7,0.76,163.76,291.64,230.97,2.45,3.23,69.0
MOR-7046,7.1,0.45,80.48,243.19,185.44,1.14,5.32,57.0
MOR-8526,2.3,0.89,81.47,226.17,282.46,0.57,4.35,53.0
MOR-9041,2.26,0.42,113.85,208.92,206.17,1.42,4.09,48.0
MOR-4459,4.95,0.1,83.15,211.86,371.24,2.69,5.02,54.0
MOR-4537,2.0,0.44,181.44,245.75,179.72,2.87,4.97,37.0
MOR-2186,5.03,0.27,83.31,311.02,158.1,2.12,4.77,66.0
MOR-7928,8.35,0.72,235.36,207.39,368.53,2.62,3.16,30.0
MOR-8447,6.14,0.25,209.29,244.4,218.41,0.81,6.33,68.0
MOR-1768,4.79,0.47,136.36,347.61,291.35,1.7,6.7,57.0
MOR-8348,4.11,0.84,165.59,295.49,223.95,2.57,6.47,50.0
MOR-1914,4.11,0.78,122.89,266.19,168.11,2.26,6.95,61.0
MOR-6360,5.23,0.2,82.59,384.8,397.94,3.0,6.41,49.0
MOR-2274,8.33,0.25,131.49,304.54,330.06,0.95,5.03,50.0
MOR-5158,2.71,0.57,90.14,201.52,294.15,1.78,6.23,58.0
MOR-4867,3.69,0.28,243.65,240.0,246.43,2.46,7.09,32.0
MOR-5401,6.14,0.46,221.48,363.73,157.54,0.69,2.71,32.0
MOR-1061,2.06,0.85,195.1,204.75,218.34,2.03,3.35,33.0
MOR-4231,4.55,0.51,247.58,337.62,345.4,0.52,3.09,68.0
MOR-2067,5.2,0.39,209.98,276.92,206.02,1.57,3.6,40.0
MOR-6920,3.36,0.44,110.5,347.04,166.74,0.94,2.04,61.0
MOR-3251,5.94,0.47,111.41,263.26,348.11,0.58,4.35,59.0
MOR-7761,4.71,0.29,239.79,216.11,281.72,2.23,5.56,34.0
MOR-7572,6.1,0.59,184.78,308.02,188.12,1.76,5.94,33.0
MOR-3926,6.49,0.68,143.89,313.59,161.16,0.52,6.33,59.0
MOR-2191,5.62,0.36,207.53,259.59,328.41,0.99,5.5,41.0
MOR-1259,8.43,0.4,120.25,370.99,371.99,0.72,4.45,46.0
MOR-2264,7.2,0.8,141.86,306.61,210.41,0.62,6.22,61.0
MOR-8203,3.89,0.72,189.57,320.88,341.54,0.59,2.85,66.0
MOR-5820,6.06,0.89,109.93,386.02,281.76,1.67,4.19,47.0
MOR-3561,6.23,0.47,174.3,327.2,308.79,2.06,5.38,49.0
MOR-3195,4.16,0.68,63.86,232.97,238.2,1.29,2.06,49.0
MOR-4523,8.9,0.19,147.42,304.05,347.34,1.11,2.49,51.0
MOR-7915,8.16,0.67,229.69,263.1,288.86,0.62,6.62,64.0
MOR-3076,3.01,0.37,242.72,297.97,332.15,0.69,6.26,53.0
MOR-8188,6.51,0.41,233.47,285.01,353.43,0.53,7.48,48.0
MOR-9217,7.97,0.18,193.9,379.83,281.04,2.11,5.35,35.0
MOR-1513,3.36,0.3,51.32,340.23,399.18,2.15,5.44,30.0
MOR-4325,5.82,0.38,60.57,373.86,273.96,2.78,6.32,44.0
MOR-5599,8.44,0.49,236.55,229.7,394.52,0.51,5.0,57.0
MOR-4820,7.79,0.61,129.47,307.34,261.59,0.71,7.22,58.0
MOR-6245,5.3,0.54,243.08,256.52,354.68,2.61,7.67,32.0
MOR-9357,3.53,0.6,244.81,333.41,360.73,2.88,2.48,35.0
MOR-4458,3.08,0.28,178.6,372.66,312.07,1.18,3.14,64.0
MOR-6173,2.56,0.87,134.77,346.78,387.31,2.65,5.05,43.0
MOR-5755,3.19,0.45,150.79,383.41,310.26,1.9,3.48,31.0
MOR-3242,2.11,0.21,66.77,335.79,183.36,1.07,6.81,32.0
MOR-1945,6.96,0.64,226.77,390.13,239.98,2.57,2.37,67.0
MOR-5195,3.43,0.53,59.64,212.56,222.25,2.15,4.09,32.0
MOR-3429,5.84,0.61,54.79,256.76,165.71,2.53,4.49,69.0
MOR-2458,3.62,0.51,57.3,244.59,279.17,0.74,5.45,56.0
MOR-6065,6.43,0.34,104.91,368.95,235.62,0.64,6.42,64.0
MOR-2738,2.05,0.8,101.74,389.46,209.18,1.17,7.9,44.0
MOR-8839,6.64,0.19,98.25,209.46,171.24,1.75,4.84,32.0
MOR-1401,4.24,0.73,66.79,238.56,292.29,2.76,7.41,44.0
MOR-4273,5.8,0.27,100.07,295.4,267.51,2.22,3.6,37.0
MOR-6635,2.27,0.53,117.56,328.12,153.28,0.63,5.49,67.0
MOR-3621,3.43,0.16,77.23,273.12,368.33,2.28,3.42,49.0
MOR-3934,4.16,0.72,242.29,258.16,332.12,2.99,6.36,68.0
MOR-6750,3.46,0.77,53.91,245.71,278.61,1.13,2.96,66.0
MOR-7613,8.91,0.3,232.62,271.99,360.28,2.75,6.56,55.0
MOR-6770,6.26,0.68,226.78,399.02,284.07,1.36,5.41,66.0
MOR-1994,8.58,0.29,119.53,350.23,165.72,1.15,3.7,51.0
MOR-9543,5.66,0.85,162.78,227.67,397.89,1.07,7.71,65.0
MOR-6631,2.35,0.68,199.84,380.26,315.23,0.8,5.99,50.0
MOR-6480,4.45,0.53,186.99,279.36,274.67,1.27,5.16,41.0
MOR-2444,7.98,0.13,173.71,262.81,367.76,1.43,2.62,60.0
MOR-8677,4.46,0.84,248.88,345.07,214.87,1.76,4.15,65.0
MOR-6165,8.87,0.72,74.43,276.09,221.68,2.56,6.42,68.0
MOR-7530,7.56,0.45,204.38,280.87,186.95,0.81,6.66,61.0
MOR-5938,4.91,0.15,122.05,368.13,220.99,0.85,4.33,33.0
MOR-7931,3.89,0.74,67.72,249.9,386.58,0.92,3.33,55.0
MOR-8573,6.52,0.66,144.47,202.83,225.01,1.58,3.92,57.0
MOR-9716,5.49,0.63,99.07,273.21,164.87,1.16,2.56,68.0
MOR-2591,5.11,0.24,79.45,204.31,183.6,0.56,2.27,58.0
MOR-8917,8.56,0.34,142.69,351.31,382.91,1.42,2.89,36.0
MOR-9423,2.72,0.52,206.67,344.67,252.73,1.72,3.47,54.0
MOR-3675,7.12,0.3,183.19,262.33,352.49,1.85,6.73,61.0
MOR-7133,7.81,0.68,197.07,291.25,156.77,2.72,3.93,40.0
MOR-5252,7.73,0.62,110.29,393.75,265.86,1.19,2.99,47.0
MOR-9419,6.28,0.54,118.21,372.78,234.25,2.97,6.9,58.0
MOR-2905,5.1,0.6,95.47,252.74,398.53,2.78,2.01,36.0
MOR-8023,5.74,0.67,120.41,208.83,278.25,2.24,3.4,32.0
MOR-3106,6.88,0.19,67.84,243.68,185.26,1.96,3.78,58.0
MOR-2463,7.57,0.74,155.82,343.15,305.9,1.95,7.3,55.0
MOR-4604,5.67,0.71,153.85,327.57,387.65,1.48,4.14,66.0
MOR-7100,5.41,0.21,109.45,382.49,384.06,2.26,6.87,43.0
MOR-7294,4.88,0.15,177.99,353.73,237.32,2.04,5.21,42.0
MOR-3943,4.63,0.33,178.79,337.14,322.78,1.11,7.87,62.0
MOR-2769,6.05,0.7,156.47,371.77,265.2,1.87,7.27,63.0
MOR-8736,7.51,0.11,186.56,316.68,396.74,1.31,3.64,66.0
MOR-7817,2.3,0.24,96.24,313.93,284.49,2.88,2.45,49.0
MOR-3810,8.16,0.79,98.28,354.04,229.04,2.53,5.01,55.0
MOR-5044,6.73,0.89,183.42,200.59,372.34,1.28,3.92,48.0
MOR-3535,4.75,0.6,75.29,347.69,313.68,1.6,6.72,64.0
MOR-1749,5.36,0.63,207.57,327.07,251.44,1.65,7.34,33.0
MOR-4788,7.02,0.65,206.15,204.14,368.09,2.01,2.2,53.0
MOR-6014,8.6,0.26,174.31,332.85,378.53,2.13,7.42,44.0
MOR-8187,7.74,0.45,242.06,318.5,219.31,1.7,4.57,43.0
MOR-8154,2.18,0.25,248.25,342.12,336.2,2.1,6.08,33.0
MOR-5795,4.69,0.62,242.29,305.06,333.66,1.97,6.43,35.0
MOR-7888,5.35,0.87,163.89,375.17,321.58,0.5,4.19,32.0
MOR-8938,8.15,0.22,81.56,225.96,340.36,2.81,3.59,39.0
MOR-7079,8.07,0.79,236.97,287.53,264.96,0.95,2.02,66.0
MOR-3477,3.07,0.35,134.35,387.43,248.75,2.5,4.47,34.0
MOR-8775,7.04,0.26,224.2,358.42,317.66,0.94,7.82,41.0
MOR-7675,4.13,0.12,91.65,386.28,349.79,0.86,5.9,31.0
MOR-6978,6.1,0.71,114.6,202.78,158.24,2.12,5.31,68.0
MOR-4999,3.7,0.77,247.77,225.93,293.99,2.11,6.77,52.0
MOR-4851,4.76,0.21,212.9,370.28,262.19,1.77,2.1,59.0
MOR-6168,3.92,0.89,249.45,357.57,219.42,1.39,6.13,62.0
MOR-7040,4.19,0.34,225.3,302.49,251.59,1.74,3.8,54.0
MOR-8438,2.23,0.64,209.57,227.99,270.1,2.69,4.83,43.0
MOR-2584,3.4,0.67,204.35,387.12,268.95,1.54,2.06,52.0
MOR-5859,2.11,0.1,234.69,294.19,166.91,1.4,3.85,52.0
MOR-9534,8.2,0.32,218.94,214.65,391.95,1.81,6.82,52.0
MOR-6086,4.35,0.67,50.05,200.49,207.78,2.85,5.73,62.0
MOR-7633,4.52,0.83,169.72,351.92,261.65,1.67,3.64,57.0
MOR-6960,3.15,0.62,76.36,253.07,272.99,2.96,6.6,60.0
MOR-5290,4.35,0.46,145.52,370.75,231.93,1.32,7.19,62.0
MOR-1512,8.0,0.15,94.8,306.22,360.98,2.73,6.25,36.0
MOR-1987,6.38,0.8,109.2,366.03,263.59,0.71,6.15,61.0
MOR-6741,4.63,0.83,180.06,298.11,359.4,1.45,2.76,69.0
MOR-8055,7.66,0.32,222.72,241.7,323.38,0.74,6.39,59.0
MOR-3720,6.37,0.47,229.88,238.48,222.97,2.74,6.04,51.0
MOR-3632,5.49,0.17,131.77,327.07,304.07,1.41,2.43,41.0
MOR-4555,6.16,0.69,228.9,283.28,298.86,1.84,6.68,33.0
MOR-1807,7.55,0.11,161.38,286.83,222.28,2.86,5.48,40.0
MOR-8330,7.01,0.78,135.68,297.44,171.41,2.15,7.51,34.0
MOR-3020,7.09,0.28,85.44,385.02,371.37,0.81,6.83,48.0
MOR-7965,8.7,0.74,197.23,228.67,192.0,2.9,2.57,52.0
MOR-1034,5.4,0.28,200.86,281.78,170.52,0.91,2.1,57.0
MOR-4508,6.79,0.62,88.25,206.43,373.65,2.76,3.32,65.0
MOR-3462,3.58,0.23,148.05,369.4,291.89,1.71,5.13,61.0
MOR-4486,7.11,0.71,242.49,379.87,286.88,1.84,6.71,60.0
MOR-7362,6.74,0.61,208.62,211.45,363.78,1.27,3.31,54.0
MOR-5860,8.69,0.23,71.55,295.5,240.7,2.25,2.58,68.0
MOR-6769,3.04,0.88,133.53,309.74,361.23,1.69,7.01,58.0
MOR-6898,4.93,0.4,51.67,313.54,351.13,0.74,2.46,58.0
MOR-7939,7.61,0.5,137.23,342.88,259.65,2.15,7.29,50.0
MOR-4736,8.76,0.25,133.86,301.77,317.55,2.56,5.79,63.0
MOR-1192,2.78,0.28,227.42,265.91,233.67,2.97,3.27,68.0
MOR-3975,6.49,0.3,139.55,288.47,210.18,1.6,4.96,67.0
MOR-1115,3.16,0.6,237.05,220.68,303.4,1.59,3.55,47.0
MOR-1392,6.22,0.7,112.26,295.03,277.67,2.65,5.97,34.0
MOR-6624,8.02,0.25,122.18,255.78,290.28,2.1,2.98,41.0
MOR-5040,6.07,0.25,128.09,303.27,281.44,0.69,4.65,37.0
MOR-7914,7.4,0.62,116.35,359.88,392.94,0.98,4.38,31.0
MOR-1605,3.31,0.16,100.22,295.71,204.42,1.9,6.45,30.0
MOR-4695,7.43,0.55,94.38,273.82,218.42,1.2,2.6,34.0
MOR-3460,8.99,0.25,206.17,219.79,371.37,0.87,6.85,59.0
MOR-6043,3.61,0.7,246.21,223.16,153.05,1.89,3.24,32.0
MOR-6345,6.24,0.38,73.42,373.19,230.16,2.59,7.36,50.0
MOR-3607,7.88,0.31,62.05,382.8,389.14,1.6,2.09,64.0
MOR-1921,2.02,0.42,199.76,381.5,169.67,2.06,6.95,44.0
MOR-9050,3.75,0.9,213.32,202.79,343.67,1.47,4.86,62.0
MOR-3722,4.41,0.86,162.73,280.28,399.56,1.28,5.0,54.0
MOR-6665,8.0,0.62,142.19,257.87,322.85,1.6,5.38,56.0
MOR-6260,3.01,0.52,107.95,381.22,263.02,2.48,3.32,47.0
MOR-4402,5.65,0.51,231.56,204.6,298.09,2.25,7.32,56.0
MOR-9509,8.33,0.86,200.09,349.68,249.69,1.26,5.36,61.0
MOR-8474,2.25,0.18,188.4,220.54,188.55,2.08,5.13,47.0
MOR-4664,7.33,0.21,232.47,330.45,272.23,1.21,3.96,52.0
MOR-4707,2.12,0.55,190.8,350.52,344.83,1.86,3.91,47.0
MOR-1181,6.48,0.39,182.1,200.43,219.84,2.7,4.7,39.0
MOR-9834,8.76,0.86,146.5,297.31,279.93,1.71,7.08,60.0
MOR-4252,7.11,0.72,63.47,313.34,291.74,1.01,3.39,54.0
MOR-5364,7.6,0.11,142.38,239.86,384.97,0.93,6.32,50.0
MOR-9954,6.53,0.85,120.27,218.41,282.78,1.75,4.1,39.0
MOR-4100,6.68,0.2,73.18,335.6,325.56,1.59,4.69,68.0
MOR-9359,6.74,0.83,178.46,390.33,267.98,1.97,6.25,64.0
MOR-8843,4.34,0.62,237.04,223.05,287.89,1.37,2.83,42.0
MOR-5926,7.77,0.8,192.29,324.89,270.35,0.66,3.51,36.0
MOR-6466,7.67,0.89,204.86,373.73,313.05,1.17,6.06,68.0
MOR-3488,4.86,0.24,238.54,240.52,181.99,2.47,6.87,54.0
MOR-9847,5.17,0.82,98.46,252.87,382.93,2.75,6.71,36.0
MOR-8620,3.96,0.11,227.24,292.28,212.07,2.9,6.21,34.0
MOR-9648,5.19,0.52,177.8,291.4,201.8,1.05,7.17,67.0
MOR-3953,6.15,0.88,181.97,251.86,313.07,2.7,5.68,37.0
MOR-5509,8.67,0.23,112.78,378.12,335.47,1.07,7.8,42.0
MOR-1533,4.95,0.71,159.67,328.57,172.9,1.12,3.44,59.0
MOR-5860,4.18,0.66,218.8,319.08,265.39,1.06,3.19,30.0
MOR-2463,8.65,0.52,94.83,332.72,236.83,1.82,4.27,36.0
MOR-3904,8.36,0.76,186.77,268.16,167.87,1.81,6.75,67.0
MOR-7065,7.32,0.27,198.19,340.66,186.5,2.04,6.29,55.0
MOR-7715,4.73,0.33,171.94,370.18,362.04,0.75,3.24,42.0
MOR-3569,4.35,0.89,223.13,284.15,393.57,1.16,2.66,65.0
MOR-7883,5.32,0.54,166.94,355.82,157.43,1.39,6.34,53.0
MOR-5014,6.22,0.71,145.33,286.99,166.75,1.27,7.18,44.0
MOR-4369,8.71,0.17,112.88,267.48,255.16,0.92,6.63,53.0
MOR-2847,4.07,0.78,83.12,378.49,334.79,2.05,7.17,40.0
MOR-7712,6.18,0.18,191.3,260.9,244.65,1.09,7.7,33.0
MOR-6041,7.79,0.79,186.63,313.71,171.52,1.25,2.79,33.0
MOR-2822,5.99,0.48,73.92,330.43,311.28,1.08,4.72,38.0
MOR-6030,5.13,0.32,102.14,280.11,152.95,2.92,5.4,67.0
MOR-6919,3.63,0.65,90.8,340.09,258.96,2.9,7.16,56.0
MOR-1637,8.92,0.72,243.61,373.7,220.26,2.48,4.11,60.0
MOR-5105,3.63,0.72,91.25,356.11,344.14,1.54,2.73,69.0
MOR-2577,8.77,0.29,122.35,337.72,299.46,1.45,6.5,53.0
MOR-4229,6.43,0.53,194.4,299.85,167.96,2.53,7.81,50.0
MOR-5440,8.77,0.19,55.36,213.84,319.92,1.45,6.3,66.0
MOR-5141,6.89,0.53,51.49,334.81,177.35,2.25,7.3,42.0
MOR-4387,7.2,0.47,160.4,315.87,229.63,0.52,7.12,70.0
MOR-4415,2.16,0.61,140.48,222.16,340.92,2.71,4.77,52.0
MOR-1099,7.79,0.42,119.75,299.52,282.04,1.73,4.58,64.0
MOR-5158,2.66,0.35,131.47,375.49,182.5,2.2,2.0,58.0
MOR-1283,4.2,0.25,59.21,201.45,226.74,2.6,3.84,40.0
MOR-4683,8.97,0.64,134.53,219.6,380.8,1.99,5.74,34.0
MOR-4265,7.86,0.2,237.44,231.36,238.33,0.61,7.95,64.0
MOR-2794,8.74,0.88,186.38,221.64,204.07,2.12,5.74,67.0
